"person_id","screening_date","general_two_year","general_six_month","years","recidnot","drug_two_year","property_two_year","misdemeanor_two_year","felony_two_year","drug_six_month","property_six_month","misdemeanor_six_month","felony_six_month","violent_two_year","violent_six_month","nullcharge"
5323,2013-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5324,2014-01-01,1,0,1.75273785078713,0,0,0,1,0,0,0,0,0,1,0,0
5325,2014-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5326,2013-03-08,1,1,0.24880219028063,0,0,0,0,1,0,0,0,1,0,0,0
5327,2014-01-18,1,1,0.34154688569473,0,1,0,0,1,1,0,0,1,0,0,0
5327,2014-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5328,2014-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5329,2013-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5330,2014-03-07,1,0,1.22142368240931,0,0,0,1,0,0,0,0,0,0,0,0
5331,2013-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5332,2013-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5333,2013-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5334,2013-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5335,2013-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5336,2014-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5337,2013-10-31,1,0,0.743326488706366,0,0,0,0,0,0,0,0,0,0,0,0
5338,2014-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5339,2013-01-17,1,0,0.935831622176591,0,0,1,0,1,0,0,0,0,1,0,0
5340,2014-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5341,2013-12-06,1,1,0.124401095140315,0,0,0,1,0,0,0,1,0,1,1,0
5342,2013-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5343,2014-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5344,2013-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5345,2013-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5346,2013-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5347,2013-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5348,2014-06-07,1,0,1.51095140314853,0,0,1,0,1,0,0,0,0,1,0,0
5349,2014-03-07,1,0,0.852498288843258,0,0,0,1,0,0,0,0,0,0,0,0
5350,2014-12-04,1,1,0.382614647501711,0,0,0,1,0,0,0,1,0,1,0,0
5351,2013-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5352,2014-07-03,1,0,1.34976043805613,0,0,0,1,0,0,0,0,0,0,0,0
5353,2014-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5354,2013-03-21,1,1,0.0191649555099247,0,0,0,0,1,0,0,0,1,1,1,0
5355,2013-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5356,2013-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5357,2014-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5358,2013-09-13,1,0,1.09154688569473,0,1,0,0,1,0,0,0,0,0,0,0
5359,2014-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5360,2013-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5361,2014-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5362,2014-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5363,2013-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5364,2013-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5365,2014-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5366,2014-10-16,1,1,0.0383299110198494,0,0,1,1,0,0,1,1,0,1,0,0
5367,2013-02-22,1,0,1.00547570157426,0,0,1,0,1,0,0,0,0,1,0,0
5367,2014-10-03,1,0,0.916666666666667,0,0,1,1,0,0,0,0,0,1,0,0
5368,2014-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5369,2013-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5370,2013-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5371,2014-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5372,2013-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5373,2013-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5374,2014-01-13,1,1,0.191307323750856,0,0,0,1,0,0,0,1,0,1,0,0
5375,2014-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5376,2014-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5377,2013-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5378,2014-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5379,2013-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5380,2013-04-06,1,0,1.22416153319644,0,1,0,0,1,0,0,0,0,1,0,0
5381,2013-03-31,0,0,2.02464065708419,1,0,0,0,0,0,0,0,0,0,0,0
5382,2013-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5383,2014-08-06,1,1,0.0410677618069815,0,0,1,0,1,0,1,0,1,1,1,0
5384,2013-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5385,2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5386,2013-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5387,2013-03-31,1,1,0.183093771389459,0,0,0,1,0,0,0,1,0,1,1,0
5388,2014-11-25,1,1,0.304757015742642,0,0,1,0,1,0,1,0,1,1,1,0
5389,2013-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5390,2013-02-18,1,0,0.677618069815195,0,0,1,1,0,0,0,0,0,0,0,0
5391,2013-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5392,2014-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5393,2014-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5394,2013-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5395,2013-10-29,1,0,1.78011635865845,0,0,0,1,0,0,0,0,0,0,0,0
5396,2014-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5397,2014-05-13,1,0,1.58333333333333,0,0,0,1,0,0,0,0,0,0,0,0
5398,2013-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5399,2013-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5400,2014-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5401,2014-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5402,2013-02-14,1,1,0.396303901437372,0,0,0,0,1,0,0,0,1,1,1,0
5403,2014-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5404,2013-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5405,2014-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5406,2013-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5407,2014-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5408,2014-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5409,2013-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5410,2013-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5411,2013-08-29,1,0,0.69678302532512,0,0,0,1,0,0,0,0,0,1,0,0
5412,2014-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5413,2014-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5414,2013-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5415,2014-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5416,2013-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5417,2013-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5418,2013-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5419,2014-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5420,2014-06-24,1,0,1.50547570157426,0,0,0,1,0,0,0,0,0,0,0,0
5421,2013-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5422,2014-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5423,2013-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5424,2014-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5425,2014-12-13,1,0,0.771902806297057,0,1,0,0,1,0,0,0,0,0,0,0
5426,2013-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5427,2013-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5428,2014-03-23,1,0,0.707734428473648,0,0,0,1,0,0,0,0,0,0,0,0
5429,2014-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5430,2014-02-13,1,1,0.377138945927447,0,1,0,1,0,1,0,1,0,1,0,0
5431,2013-07-30,1,1,0.0246406570841889,0,0,0,1,0,0,0,1,0,1,1,0
5432,2014-11-17,1,1,0.280116358658453,0,1,0,0,1,1,0,0,1,0,0,0
5433,2014-10-03,1,0,0.832135523613963,0,0,1,1,0,0,0,0,0,1,0,0
5434,2013-03-05,1,1,0.229637234770705,0,0,0,0,0,0,0,0,0,0,0,0
5435,2014-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5436,2013-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5437,2014-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5438,2014-06-24,1,1,0.409993155373032,0,0,0,1,0,0,0,1,0,0,0,0
5439,2013-11-05,1,0,0.59154688569473,0,0,0,0,1,0,0,0,0,1,0,0
5440,2014-11-10,1,1,0.0301163586584531,0,0,1,1,0,0,1,1,0,1,1,0
5441,2013-05-04,1,1,0.0942847364818617,0,0,0,1,0,0,0,1,0,0,0,0
5442,2014-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5443,2013-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5444,2013-11-07,1,1,0.415468856947296,0,0,0,1,0,0,0,1,0,1,0,0
5445,2013-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5446,2014-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5447,2013-12-08,1,1,0.288329911019849,0,0,0,1,0,0,0,1,0,1,1,0
5447,2014-03-23,1,0,1.68856947296372,0,1,0,0,1,0,0,0,0,0,0,0
5448,2013-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5449,2013-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5450,2014-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5451,2014-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5452,2014-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5453,2014-09-23,1,1,0.0657084188911704,0,0,1,0,1,0,1,0,1,1,1,0
5453,2014-10-18,1,1,0.441307323750856,0,0,1,1,0,0,1,1,0,1,1,0
5454,2013-03-13,1,0,0.649041752224504,0,1,0,0,1,0,0,0,0,0,0,0
5454,2013-03-14,1,0,0.646303901437372,0,1,0,0,1,0,0,0,0,0,0,0
5455,2014-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5456,2013-04-26,1,1,0.388090349075975,0,0,0,1,0,0,0,1,0,0,0,0
5457,2013-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5457,2014-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5458,2013-08-17,1,1,0.0054757015742642,0,0,0,1,0,0,0,1,0,0,0,0
5459,2014-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5460,2013-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5461,2013-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5462,2014-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5463,2013-09-09,1,1,0.146303901437372,0,0,1,0,1,0,1,0,1,0,0,0
5463,2013-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5464,2013-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5464,2014-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5465,2013-04-13,1,0,0.521902806297057,0,1,0,0,1,0,0,0,0,0,0,0
5465,2013-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5466,2014-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5467,2014-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5468,2014-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5469,2014-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5470,2014-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5471,2014-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5472,2014-09-25,1,1,0.326659822039699,0,1,0,0,1,1,0,0,1,0,0,0
5473,2014-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5474,2013-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5475,2013-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5476,2014-07-02,1,1,0.0574948665297741,0,0,0,1,0,0,0,1,0,1,1,0
5477,2013-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5478,2014-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5479,2013-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5479,2013-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5479,2014-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5480,2014-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5481,2014-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5482,2013-05-19,1,1,0.482375085557837,0,0,0,1,0,0,0,1,0,0,0,0
5483,2014-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5484,2013-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5485,2013-04-19,1,1,0.138090349075975,0,0,1,0,1,0,1,0,1,1,1,0
5486,2014-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5487,2013-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5488,2014-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5489,2014-05-19,1,0,0.94678302532512,0,1,0,0,1,0,0,0,0,0,0,0
5490,2013-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5491,2013-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5492,2014-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5493,2014-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5494,2013-02-08,1,0,0.616187542778919,0,0,1,0,1,0,0,0,0,1,0,0
5495,2013-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5496,2014-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5497,2013-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5498,2014-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5499,2014-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5500,2013-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5501,2014-06-28,1,1,0.0465434633812457,0,0,1,0,1,0,1,0,1,1,1,0
5502,2013-01-31,1,0,0.774640657084189,0,1,0,1,0,0,0,0,0,0,0,0
5503,2014-08-20,1,1,0.0942847364818617,0,0,0,0,0,0,0,0,0,0,0,0
5504,2013-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5505,2013-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5506,2014-01-31,1,0,1.1490417522245,0,0,0,1,0,0,0,0,0,0,0,0
5507,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5508,2013-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5509,2014-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5510,2014-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5511,2013-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5512,2013-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5513,2013-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5514,2013-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5515,2013-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5516,2013-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5517,2013-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5518,2013-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5519,2013-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5520,2013-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5521,2014-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5522,2013-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5523,2013-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5524,2013-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5525,2013-09-25,1,1,0.0970225872689938,0,0,1,0,1,0,1,0,1,1,1,0
5526,2014-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5527,2014-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5528,2013-05-28,1,1,0.0711841204654346,0,0,0,1,0,0,0,1,0,0,0,0
5529,2014-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5530,2014-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5531,2013-05-01,1,0,0.793805612594114,0,0,0,1,0,0,0,0,0,0,0,0
5532,2014-02-03,1,0,0.80201916495551,0,0,0,1,0,0,0,0,0,0,0,0
5533,2013-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5534,2013-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5535,2014-03-06,1,0,1.03011635865845,0,0,1,0,1,0,0,0,0,1,0,0
5536,2014-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5537,2013-03-28,1,1,0.129876796714579,0,1,0,1,0,1,0,1,0,0,0,0
5538,2014-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5539,2013-09-18,1,1,0.107973990417522,0,1,0,0,1,1,0,0,1,0,0,0
5540,2014-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5541,2014-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5542,2013-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5543,2013-05-22,1,0,0.505475701574264,0,0,0,1,0,0,0,0,0,1,0,0
5543,2014-11-02,1,1,0.135352498288843,0,0,0,1,0,0,0,1,0,1,1,0
5544,2013-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5545,2013-01-13,1,0,1.17214236824093,0,0,0,1,0,0,0,0,0,1,0,0
5545,2014-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5546,2013-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5547,2014-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5548,2013-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5549,2014-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5550,2013-05-18,1,0,1.11618754277892,0,0,1,0,1,0,0,0,0,1,0,0
5551,2013-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5552,2013-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5552,2013-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5553,2013-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5554,2013-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5555,2014-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5556,2013-05-09,1,0,1.37440109514031,0,1,0,0,1,0,0,0,0,0,0,0
5557,2014-01-01,1,1,0.204996577686516,0,0,0,1,0,0,0,1,0,0,0,0
5558,2013-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5559,2014-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5560,2013-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5561,2013-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5562,2014-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5563,2013-04-19,1,0,0.896303901437372,0,0,0,1,0,0,0,0,0,1,0,0
5563,2014-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5564,2013-02-09,1,0,1.32392197125257,0,1,0,0,1,0,0,0,0,0,0,0
5565,2014-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5566,2014-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5567,2013-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5568,2013-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5569,2013-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5570,2014-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5571,2014-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5572,2014-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5573,2013-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5574,2013-09-06,1,0,1.95225872689938,0,0,0,1,0,0,0,0,0,0,0,0
5575,2013-11-27,1,0,1.27190280629706,0,0,1,0,1,0,0,0,0,1,0,0
5576,2014-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5577,2013-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5578,2013-11-07,1,0,0.74880219028063,0,0,0,1,0,0,0,0,0,1,0,0
5578,2014-08-13,1,0,1.03285420944559,0,0,0,1,0,0,0,0,0,0,0,0
5579,2013-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5580,2014-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5581,2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5582,2013-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5583,2014-05-30,1,0,1.32392197125257,0,0,0,1,0,0,0,0,0,1,0,0
5583,2014-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5584,2013-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5585,2013-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5586,2014-01-24,1,1,0.385352498288843,0,0,0,1,0,0,0,1,0,0,0,0
5587,2014-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5588,2014-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5589,2014-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5590,2013-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5591,2013-10-15,1,1,0.326659822039699,0,0,0,1,0,0,0,1,0,1,0,0
5591,2014-10-04,1,1,0.113449691991786,0,1,0,1,0,1,0,1,0,1,1,0
5592,2013-03-21,1,1,0.246064339493498,0,0,0,1,0,0,0,1,0,0,0,0
5593,2013-01-29,1,0,0.582135523613963,0,0,0,1,0,0,0,0,0,1,0,0
5593,2013-08-29,1,1,0.151779603011636,0,0,0,1,0,0,0,1,0,1,1,0
5593,2013-10-25,1,0,0.583333333333333,0,0,0,1,0,0,0,0,0,1,0,0
5594,2014-01-18,1,0,1.21321013004791,0,1,0,0,1,0,0,0,0,1,0,0
5595,2014-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5596,2013-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5597,2014-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5598,2013-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5599,2013-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5600,2014-03-09,1,0,0.579397672826831,0,0,0,1,0,0,0,0,0,0,0,0
5601,2013-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5601,2013-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5602,2014-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5603,2014-06-03,1,0,0.740588637919233,0,1,0,0,1,0,0,0,0,0,0,0
5604,2014-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5605,2014-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5606,2013-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5607,2014-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5608,2014-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5609,2013-01-24,1,0,0.974161533196441,0,0,0,0,1,0,0,0,0,1,0,0
5610,2014-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5611,2013-02-08,1,0,0.557494866529774,0,0,0,1,0,0,0,0,0,0,0,0
5612,2014-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5613,2014-07-05,1,0,0.724161533196441,0,0,0,1,0,0,0,0,0,0,0,0
5614,2014-11-14,1,0,0.662731006160164,0,0,0,1,0,0,0,0,0,1,0,0
5615,2013-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5616,2014-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5617,2014-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5618,2013-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5619,2013-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5620,2013-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5621,2013-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5622,2014-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5623,2014-11-04,1,0,0.780116358658453,0,0,1,1,0,0,0,0,0,0,0,0
5624,2014-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5625,2014-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5626,2013-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5627,2014-05-29,1,1,0.0657084188911704,0,0,0,0,1,0,0,0,1,1,1,0
