"person_id","screening_date","sex","race","age_at_current_charge","age_at_first_charge","p_charges","p_incarceration","p_probation","p_juv_fel_count","p_felprop_viol","p_murder","p_felassault","p_misdeassault","p_famviol","p_sex_offense","p_weapon","p_fta_two_year","p_fta_two_year_plus","current_violence","current_violence20","p_pending_charge","p_felony","p_misdemeanor","p_violence","total_convictions","p_arrest","p_property","p_traffic","p_drug","p_dui","p_domestic","p_stalking","p_voyeurism","p_fraud","p_stealing","p_trespass","six_month","one_year","three_year","five_year","general_two_year","general_six_month","drug_two_year","property_two_year","misdemeanor_two_year","felony_two_year","violent_two_year","drug_six_month","property_six_month","misdemeanor_six_month","felony_six_month","violent_six_month"
386,2013-02-14,1,"African-American",27,20,7,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,0,0,1,0,0,1,1,1,"1","1","1","0","0","1","1","1","0","0","1","0"
3867,2014-02-06,1,"African-American",66,32,43,1,5,0,8,0,4,3,0,0,3,0,0,1,0,20,17,4,15,21,25,13,1,11,6,1,0,0,0,12,4,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3881,2013-01-19,1,"African-American",28,17,46,1,0,0,21,0,0,0,0,0,0,0,0,0,0,42,19,0,21,19,7,29,0,0,0,0,0,0,0,29,8,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
3890,2013-10-22,1,"Other",35,17,25,1,4,3,3,0,1,1,0,0,0,0,0,0,0,15,8,7,10,15,15,13,0,3,0,0,0,0,0,9,5,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3896,2013-11-04,1,"Hispanic",21,18,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,2,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
39,2013-02-20,1,"African-American",23,18,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,2,5,1,7,6,3,0,7,0,0,0,0,0,2,2,0,1,1,1,"1","0","1","0","1","0","0","0","0","0","0","0"
3902,2014-01-02,1,"Caucasian",24,18,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,2,3,4,2,0,0,2,0,0,0,0,0,2,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3906,2013-05-08,1,"African-American",26,18,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,0,11,13,0,0,12,0,0,0,0,0,0,0,0,0,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
3911,2013-09-23,1,"Hispanic",42,38,11,1,1,0,3,0,0,0,0,0,0,0,0,1,0,7,2,3,3,5,9,5,0,0,0,0,0,0,0,4,1,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3914,2014-01-23,1,"Caucasian",22,22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3919,2013-03-16,1,"Asian",43,40,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,3,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"1","0","0","1","1","0","1","0","0","0","0","0"
3924,2013-01-03,0,"African-American",33,19,23,0,4,0,0,0,0,1,0,0,0,0,0,0,0,15,4,9,1,13,10,0,0,0,3,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3925,2014-03-13,1,"African-American",20,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,1,"1","0","0","0","1","0","1","0","0","0","0","0"
3930,2013-02-23,1,"Caucasian",42,40,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3934,2013-01-27,1,"African-American",48,34,19,1,3,0,3,0,0,1,0,0,0,1,0,1,0,11,3,5,4,8,13,4,2,3,4,0,0,0,0,4,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3937,2014-03-03,1,"African-American",21,19,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,3,1,3,1,3,0,0,0,0,0,0,0,3,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3939,2013-04-25,1,"African-American",23,17,9,0,0,2,2,0,2,1,0,0,0,0,0,1,0,4,0,1,3,1,7,3,0,1,0,0,0,0,0,3,1,1,1,1,1,"1","0","1","0","1","0","1","0","0","0","0","0"
3947,2013-09-30,1,"Other",38,33,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3950,2013-12-18,1,"Caucasian",36,30,8,1,1,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,5,3,0,4,0,0,0,0,0,3,0,0,0,0,1,"1","1","0","0","1","0","0","0","0","1","0","0"
3951,2014-01-24,1,"Caucasian",28,19,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,6,0,0,7,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3952,2013-01-28,1,"Caucasian",33,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3962,2013-08-06,1,"African-American",24,18,9,1,1,0,2,0,0,0,0,0,0,0,0,1,0,2,3,2,1,5,7,4,0,3,0,0,0,0,0,4,2,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3972,2013-08-26,1,"Caucasian",29,18,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,3,3,1,6,10,1,0,9,4,0,0,0,0,1,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3973,2013-03-20,0,"Caucasian",47,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"1","0","1","0","0","1","0","0","0","0","0","0"
3974,2013-10-10,1,"African-American",28,19,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,2,4,1,6,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3975,2013-12-21,1,"Caucasian",25,23,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3978,2013-01-03,0,"Caucasian",20,20,6,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,3,0,0,0,0,0,0,0,3,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
3992,2013-02-23,1,"Hispanic",24,17,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,7,9,0,0,5,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","0","0","1","1","1","0","0","1","1"
3995,2013-03-19,1,"African-American",21,20,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,2,0,0,0,0,0,0,0,2,0,0,1,1,1,"1","1","1","0","1","0","1","1","0","1","0","0"
3999,2013-02-26,1,"African-American",38,35,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4,2013-04-14,1,"African-American",21,20,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,1,1,1,3,1,0,4,0,0,0,0,0,1,0,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
4005,2013-09-18,1,"Caucasian",32,27,6,0,2,0,0,0,0,2,0,0,0,0,0,1,0,2,0,4,4,4,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4006,2013-02-16,1,"Caucasian",51,50,12,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,11,0,6,11,1,7,0,0,0,0,0,0,0,7,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4012,2013-03-22,1,"African-American",18,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,1,0,0,0,0,0,1,3,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4014,2014-03-01,1,"African-American",32,16,20,1,0,3,3,0,1,1,0,0,0,0,0,1,0,1,6,10,4,16,16,4,0,6,1,0,0,0,0,4,1,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4020,2013-10-20,1,"Other",26,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
4032,2013-02-08,1,"Caucasian",25,17,5,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4036,2013-03-26,1,"African-American",28,17,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4037,2014-03-09,1,"Caucasian",22,20,6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,2,0,2,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
4038,2014-03-15,1,"Caucasian",43,32,37,1,7,0,23,0,0,0,0,0,0,0,0,1,0,27,14,8,28,22,26,30,0,2,0,0,0,0,0,30,0,0,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
4039,2014-02-07,1,"Hispanic",31,27,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,7,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4041,2014-01-11,1,"African-American",26,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4042,2014-03-06,1,"Caucasian",55,55,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4045,2013-04-26,0,"Caucasian",42,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
4045,2013-05-17,0,"Caucasian",42,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
4052,2013-01-05,1,"African-American",33,18,12,0,1,0,0,0,1,3,0,0,1,0,0,1,0,1,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4059,2013-03-06,1,"African-American",25,21,8,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,5,0,1,0,0,0,0,0,5,3,1,1,1,1,"1","0","1","0","1","0","1","0","0","0","0","0"
4060,2013-04-29,1,"African-American",34,24,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4064,2014-03-18,0,"Caucasian",31,31,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,2,0,1,0,0,0,0,0,2,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4067,2014-01-26,1,"Caucasian",29,15,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,5,0,0,1,2,0,0,0,0,0,0,0,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
4069,2013-09-23,1,"Caucasian",22,18,12,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,2,1,0,5,0,0,0,0,0,0,0,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
407,2013-01-11,1,"African-American",19,16,6,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,5,0,5,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,"1","1","1","0","1","0","0","1","0","1","0","0"
407,2013-12-18,1,"African-American",19,16,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,7,1,8,6,0,0,5,0,0,0,0,0,0,0,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
4075,2013-04-08,1,"African-American",37,18,25,1,3,0,2,0,1,1,0,0,0,0,0,1,0,13,4,7,2,11,14,5,0,8,1,0,0,0,0,4,3,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4076,2013-02-18,1,"African-American",30,19,15,0,2,0,1,0,0,0,0,0,3,0,0,0,0,7,4,1,2,5,9,2,0,9,0,0,0,0,0,2,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
408,2013-12-31,0,"Caucasian",20,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4084,2013-04-22,1,"African-American",27,17,18,1,0,0,2,0,0,0,0,0,2,1,0,1,0,11,3,6,1,9,6,3,0,5,0,0,0,0,0,3,1,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4085,2013-02-19,1,"Caucasian",52,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,1,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4086,2014-01-24,1,"African-American",24,18,25,1,2,0,0,0,1,3,0,0,0,0,0,1,0,19,3,11,3,14,13,0,0,13,0,0,0,0,0,0,0,1,1,1,1,"1","1","1","0","1","0","0","1","0","1","0","0"
41,2013-01-28,1,"Caucasian",27,19,15,0,4,0,0,0,3,5,0,0,1,0,0,1,0,9,3,2,7,5,11,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
4100,2013-01-22,1,"Caucasian",21,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,3,1,0,3,0,0,0,0,0,0,1,0,0,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
4100,2013-05-25,1,"Caucasian",21,18,9,1,1,0,1,0,0,0,0,0,0,0,0,1,0,8,1,3,0,4,4,2,0,3,0,0,0,0,0,0,1,1,1,1,1,"1","0","0","1","1","0","0","0","0","0","0","0"
4101,2013-09-25,1,"African-American",28,17,15,1,1,0,1,0,2,2,0,0,2,0,0,1,0,5,4,2,4,6,9,1,0,2,0,0,0,0,0,1,0,0,0,0,1,"1","0","0","0","1","0","1","0","0","0","0","0"
4106,2014-01-18,1,"Caucasian",42,19,15,1,4,0,0,0,5,2,0,0,0,0,0,1,0,11,3,4,9,8,7,0,0,0,1,2,1,0,1,0,0,0,0,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
4108,2013-02-06,1,"African-American",38,18,41,1,5,0,3,0,3,2,0,0,2,2,0,0,0,33,14,11,8,25,32,4,0,18,0,0,0,0,0,3,1,0,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
411,2013-08-05,0,"African-American",38,19,6,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
4117,2013-02-21,0,"Caucasian",45,34,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
4119,2013-04-04,1,"Caucasian",53,31,18,1,2,0,3,0,1,2,0,0,0,0,0,1,0,11,6,7,5,14,9,5,1,3,0,0,0,0,0,4,1,0,0,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
4120,2013-10-22,1,"Caucasian",37,36,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4125,2013-11-07,0,"African-American",26,22,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4134,2013-02-05,1,"African-American",48,22,10,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,3,5,2,8,5,4,0,1,0,0,0,0,0,4,1,0,0,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
4134,2013-03-17,1,"African-American",48,22,11,1,2,0,3,0,0,0,0,0,0,0,0,1,0,1,3,6,3,9,6,5,0,1,0,0,0,0,0,5,1,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4135,2014-02-03,1,"African-American",25,22,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,2,1,3,4,1,0,7,0,0,0,0,0,1,0,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
4137,2013-04-09,1,"Caucasian",20,19,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,3,3,2,3,0,0,0,0,0,0,0,3,0,1,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","0"
4141,2013-02-20,1,"African-American",34,19,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,1,3,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
4153,2013-10-02,1,"African-American",39,23,10,1,1,0,0,0,1,1,0,0,0,0,0,1,0,5,3,3,1,6,9,1,0,0,0,0,1,0,1,1,1,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4155,2013-09-21,1,"African-American",21,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,6,7,3,0,1,0,0,0,0,0,1,2,0,1,1,1,"1","0","0","1","0","1","0","0","0","0","0","0"
416,2013-12-10,1,"African-American",50,46,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,5,3,1,0,2,0,0,0,0,0,1,0,1,1,1,1,"1","1","1","0","0","1","1","1","0","0","1","1"
416,2014-01-23,1,"African-American",50,46,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,7,1,8,4,2,0,4,0,0,0,0,0,2,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4160,2013-01-31,0,"Caucasian",22,21,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
4164,2013-01-10,0,"Caucasian",37,33,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,5,3,0,3,0,0,0,0,0,3,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4168,2013-08-03,1,"Caucasian",47,21,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,7,5,0,13,14,0,1,14,3,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4169,2013-01-07,1,"Caucasian",31,18,7,0,2,0,0,0,3,4,0,0,0,0,0,1,0,4,0,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
4170,2013-05-01,1,"Caucasian",25,21,16,1,2,0,2,0,2,1,0,0,0,0,0,1,0,14,4,3,5,7,12,4,0,7,0,0,0,0,0,4,1,1,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
4180,2013-04-08,0,"Hispanic",35,18,32,1,8,0,5,0,2,3,0,0,0,0,0,1,0,16,6,17,11,23,28,10,0,7,0,0,0,0,0,8,1,1,1,1,1,"1","1","1","0","0","1","1","1","0","0","1","0"
4182,2013-09-04,1,"Caucasian",29,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4187,2014-02-18,0,"Caucasian",42,38,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,"1","1","0","0","1","0","0","0","0","1","0","0"
4189,2013-01-05,1,"African-American",23,17,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,12,1,12,10,1,0,4,0,0,0,0,0,0,0,1,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
4190,2013-03-06,1,"African-American",27,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,9,6,0,0,2,0,0,0,0,0,0,0,0,1,1,1,"1","0","0","0","0","1","0","0","0","0","0","0"
4191,2013-08-07,0,"Caucasian",32,29,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,9,0,2,0,2,2,1,0,0,7,0,0,0,0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4192,2013-03-24,1,"African-American",22,16,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,2,1,3,2,0,4,0,0,0,0,0,2,0,0,0,0,1,"1","1","0","0","1","0","0","0","0","1","0","0"
4198,2013-01-28,1,"African-American",34,20,44,1,4,0,1,0,2,4,0,0,0,0,0,1,0,29,12,15,7,27,30,7,1,17,0,0,0,0,0,5,3,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
4204,2013-12-25,1,"African-American",28,17,9,0,1,0,0,0,1,3,0,0,0,0,0,1,0,4,0,1,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4207,2013-03-09,1,"African-American",33,19,25,1,3,0,2,0,0,0,0,0,0,0,0,0,0,8,6,10,4,16,17,7,0,4,0,0,0,0,0,6,4,1,1,1,1,"1","0","1","0","0","1","0","0","0","0","0","0"
4223,2013-02-12,0,"African-American",27,18,14,0,2,0,6,0,0,0,0,0,0,0,0,1,0,8,3,4,8,7,10,9,0,0,0,0,0,0,0,7,0,0,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
4225,2013-10-17,1,"African-American",31,22,45,1,1,0,0,2,4,2,0,0,7,0,0,0,0,33,7,6,9,13,21,0,0,15,1,0,0,0,0,0,0,0,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
4226,2013-07-24,1,"Caucasian",28,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,1,1,1,1,"1","1","1","0","0","1","0","1","0","0","1","0"
4229,2013-01-12,1,"Caucasian",19,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"1","1","1","0","0","1","1","1","0","0","1","0"
4229,2013-11-25,1,"Caucasian",20,14,12,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,2,4,0,6,3,4,0,3,0,0,0,0,0,3,2,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4232,2013-01-24,1,"African-American",33,24,15,0,0,0,0,0,1,2,0,0,0,0,0,1,0,5,2,5,2,7,7,1,0,6,0,0,0,0,0,0,0,0,0,0,1,"1","0","0","0","0","1","1","0","0","0","0","0"
4232,2013-08-27,1,"African-American",34,24,16,1,0,0,0,0,2,2,0,0,0,0,0,1,0,7,2,6,4,8,8,1,0,6,0,0,0,0,0,0,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4254,2013-12-04,1,"African-American",44,21,27,1,0,0,1,0,2,2,0,0,0,0,0,0,0,22,7,5,5,12,17,2,0,13,0,0,0,0,0,2,1,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
4257,2013-09-19,1,"African-American",28,18,10,1,3,0,0,0,0,2,0,0,0,3,0,1,0,6,3,3,0,6,8,0,0,5,0,0,0,0,0,0,0,0,1,1,1,"1","0","1","0","1","0","0","0","0","0","0","0"
4263,2014-03-30,1,"Caucasian",45,34,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
4265,2014-02-25,1,"African-American",58,31,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,1,0,11,12,1,0,15,0,0,0,0,0,0,1,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4269,2013-09-14,1,"African-American",27,20,31,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23,5,10,0,15,12,0,0,20,0,0,0,0,0,0,0,0,0,1,1,"1","1","0","0","0","1","0","0","0","0","1","0"
4271,2013-11-01,0,"African-American",22,18,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4274,2013-10-30,1,"African-American",23,22,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,4,2,0,4,0,0,0,0,0,2,0,0,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
4275,2013-05-26,1,"Caucasian",50,50,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4280,2013-12-18,1,"Hispanic",27,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,2,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4281,2013-11-14,1,"African-American",27,18,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,3,0,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
4284,2013-12-22,1,"Other",50,31,8,0,1,0,0,0,1,1,0,0,0,0,0,1,0,4,2,3,3,5,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"1","0","0","0","1","0","0","0","0","0","0","0"
4288,2013-08-06,1,"Caucasian",48,33,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4290,2013-01-10,1,"African-American",26,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
4293,2013-05-04,1,"Other",21,15,9,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,1,1,"1","0","1","0","1","0","0","0","0","0","0","0"
